time_s,Rd_m,BS_N,BS_over_W,drift_ratio,BSx_N,BSy_N
8.3700,-3.86807000e-02,-4.629836e+07,-5.223975e+00,-2.54882811e-03,-4.629836e+07,8.134061e+07
8.3750,-3.90131000e-02,-3.263824e+07,-3.682665e+00,-2.57073129e-03,-3.263824e+07,1.325945e+07
8.3800,-3.91936000e-02,-2.576085e+06,-2.906669e-01,-2.58262517e-03,-2.576085e+06,-4.682526e+05
8.3850,-3.92205000e-02,-3.782803e+07,-4.268243e+00,-2.58439772e-03,-3.782803e+07,6.530269e+07
8.3900,-3.90789000e-02,-2.670600e+06,-3.013313e-01,-2.57506712e-03,-2.670600e+06,-3.091722e+05
8.3950,-3.87541000e-02,-9.764281e+06,-1.101731e+00,-2.55366473e-03,-9.764281e+06,1.295547e+07
8.4000,-3.82242000e-02,-2.548499e+06,-2.875544e-01,-2.51874747e-03,-2.548499e+06,-6.322012e+05
8.4050,-3.74913000e-02,-4.347251e+06,-4.905126e-01,-2.47045372e-03,-4.347251e+06,3.057211e+06
8.4100,-3.65791000e-02,-2.657984e+06,-2.999079e-01,-2.41034517e-03,-2.657984e+06,1.358750e+05
8.4150,-3.55089000e-02,-2.504913e+06,-2.826365e-01,-2.33982535e-03,-2.504913e+06,2.068645e+05
8.4200,-3.43100000e-02,-2.268784e+06,-2.559933e-01,-2.26082497e-03,-2.268784e+06,2.628802e+05
8.4250,-3.29820000e-02,-1.966465e+06,-2.218819e-01,-2.17331767e-03,-1.966465e+06,3.043462e+05
8.4300,-3.15144000e-02,-1.637005e+06,-1.847079e-01,-2.07661155e-03,-1.637005e+06,3.209867e+05
8.4350,-2.99033000e-02,-1.311293e+06,-1.479569e-01,-1.97044964e-03,-1.311293e+06,2.994756e+05
8.4400,-2.81635000e-02,-1.047542e+06,-1.181971e-01,-1.85580717e-03,-1.047542e+06,2.405873e+05
8.4450,-2.63204000e-02,-8.517677e+05,-9.610735e-02,-1.73435784e-03,-8.517677e+05,1.607887e+05
8.4500,-2.44370000e-02,1.688302e+07,1.904959e+00,-1.61025298e-03,1.688302e+07,-4.580470e+07
8.4550,-2.25518000e-02,-6.942950e+05,-7.833927e-02,-1.48602951e-03,-6.942950e+05,5.060035e+04
8.4600,-2.07384000e-02,-4.189128e+06,-4.726712e-01,-1.36653724e-03,-4.189128e+06,6.538992e+06
8.4650,-1.90203000e-02,-7.461956e+05,-8.419536e-02,-1.25332466e-03,-7.461956e+05,4.620177e+04
8.4700,-1.74235000e-02,-7.778973e+05,-8.777235e-02,-1.14810504e-03,-7.778973e+05,3.204199e+04
8.4750,-1.59442000e-02,-8.006650e+05,-9.034130e-02,-1.05062797e-03,-8.006650e+05,-7.515261e+03
8.4800,-1.45498000e-02,-8.206699e+05,-9.259850e-02,-9.58745297e-04,-8.206699e+05,-7.242001e+04
8.4850,-1.32058000e-02,-8.533690e+05,-9.628804e-02,-8.70183689e-04,-8.533690e+05,-1.488033e+05
8.4900,-1.18410000e-02,1.045498e+07,1.179665e+00,-7.80251485e-04,1.045498e+07,-2.143144e+07
8.4950,-1.04257000e-02,-9.900676e+05,-1.117121e-01,-6.86991632e-04,-9.900676e+05,-2.809402e+05
8.5000,-8.92281000e-03,-1.073557e+06,-1.211324e-01,-5.87960118e-04,-1.073557e+06,-3.189537e+05
8.5050,-7.31418000e-03,3.330749e+07,3.758179e+00,-4.81960967e-04,3.330749e+07,-1.003709e+08
8.5100,-5.56081000e-03,-1.214964e+06,-1.370878e-01,-3.66424311e-04,-1.214964e+06,-2.803851e+05
8.5150,-3.74706000e-03,-1.276243e+06,-1.440021e-01,-2.46908971e-04,-1.276243e+06,-2.174293e+05
8.5200,-2.13711000e-03,8.366159e+06,9.439774e-01,-1.40822840e-04,8.366159e+06,-2.826482e+07
8.5250,-8.35230000e-04,-1.283772e+06,-1.448517e-01,-5.50366902e-05,-1.283772e+06,-1.979026e+05
8.5300,3.21625000e-04,-1.258928e+06,-1.420484e-01,2.11931749e-05,-1.258928e+06,-1.672948e+05
8.5350,7.09787000e-04,-1.221499e+06,-1.378252e-01,4.67707424e-05,-1.221499e+06,-1.196138e+05
8.5400,9.91488000e-04,-1.178309e+06,-1.329519e-01,6.53331631e-05,-1.178309e+06,-4.893793e+04
8.5450,1.17636000e-03,-1.135398e+06,-1.281101e-01,7.75151286e-05,-1.135398e+06,2.953959e+04
8.5500,1.57144000e-03,-1.840938e+08,-2.077182e+01,1.03548551e-04,-1.840938e+08,3.358839e+08
8.5550,2.11983000e-03,-1.160663e+06,-1.309609e-01,1.39684191e-04,-1.160663e+06,2.975179e+05
8.5600,2.61148000e-03,-1.180612e+06,-1.332118e-01,1.72081002e-04,-1.180612e+06,3.328522e+05
8.5650,2.99823000e-03,-1.259585e+06,-1.421225e-01,1.97565528e-04,-1.259585e+06,4.138985e+05
8.5700,3.26048000e-03,-1.353899e+06,-1.527642e-01,2.14846243e-04,-1.353899e+06,5.063763e+05
8.5750,3.44498000e-03,-7.111339e+05,-8.023925e-02,2.27003696e-04,-7.111339e+05,-1.547027e+06
8.5800,3.64571000e-03,-1.502734e+06,-1.695577e-01,2.40230609e-04,-1.502734e+06,5.900371e+05
8.5850,3.84599000e-03,3.985532e+06,4.496988e-01,2.53427870e-04,3.985532e+06,-1.543422e+07
8.5900,3.94964000e-03,4.844013e+06,5.465636e-01,2.60257789e-04,4.844013e+06,-1.787307e+07
8.5950,3.93758000e-03,-1.351255e+06,-1.524660e-01,2.59463107e-04,-1.351255e+06,2.914850e+05
8.6000,3.84381000e-03,-1.245472e+06,-1.405302e-01,2.53284221e-04,-1.245472e+06,1.983078e+05
8.6050,3.67330000e-03,-1.168152e+06,-1.318059e-01,2.42048626e-04,-1.168152e+06,1.270933e+05
8.6100,3.37143000e-03,3.691253e+06,4.164945e-01,2.22157188e-04,3.691253e+06,-1.405495e+07
8.6150,2.91721000e-03,-1.242547e+06,-1.402001e-01,1.92226791e-04,-1.242547e+06,-4.040434e+04
8.6200,2.34542000e-03,-1.391600e+06,-1.570182e-01,1.54549231e-04,-1.391600e+06,-1.545786e+05
8.6250,1.69436000e-03,-1.597866e+06,-1.802917e-01,1.11648248e-04,-1.597866e+06,-2.792517e+05
8.6300,-1.52358000e-03,-1.820388e+06,-2.053995e-01,-1.00394862e-04,-1.820388e+06,-3.907555e+05
8.6350,-1.57014000e-03,-6.420531e+06,-7.244466e-01,-1.03462889e-04,-6.420531e+06,7.711368e+06
8.6400,-1.59224000e-03,-2.172448e+06,-2.451234e-01,-1.04919147e-04,-2.172448e+06,-5.378945e+05
8.6450,-2.06579000e-03,-2.234765e+06,-2.521549e-01,-1.36123276e-04,-2.234765e+06,-5.590880e+05
8.6500,-3.50799000e-03,-2.206316e+06,-2.489449e-01,-2.31155680e-04,-2.206316e+06,-5.394889e+05
8.6550,-5.16423000e-03,-2.097351e+06,-2.366500e-01,-3.40292047e-04,-2.097351e+06,-4.775797e+05
8.6600,-6.73864000e-03,-1.944030e+06,-2.193504e-01,-4.44036304e-04,-1.944030e+06,-3.646826e+05
8.6650,-8.18075000e-03,-1.760463e+06,-1.986380e-01,-5.39062777e-04,-1.760463e+06,-2.054359e+05
8.6700,-9.45437000e-03,-1.576152e+06,-1.778417e-01,-6.22986761e-04,-1.576152e+06,-2.206342e+04
8.6750,-1.05644000e-02,-1.385724e+06,-1.563551e-01,-6.96131137e-04,-1.385724e+06,1.533195e+05
8.6800,-1.15781000e-02,-1.191594e+06,-1.344509e-01,-7.62927939e-04,-1.191594e+06,2.852930e+05
8.6850,-1.25604000e-02,1.009338e+08,1.138864e+01,-8.27655667e-04,1.009338e+08,-2.651377e+08
8.6900,-1.35909000e-02,-7.624102e+05,-8.602490e-02,-8.95559489e-04,-7.624102e+05,3.624782e+05
8.6950,-1.46717000e-02,3.199800e+06,3.610424e-01,-9.66777782e-04,3.199800e+06,-1.059712e+07
8.7000,-1.57809000e-02,1.317617e+07,1.486704e+00,-1.03986747e-03,1.317617e+07,-3.700019e+07
8.7050,-1.68829000e-02,-1.831734e+05,-2.066797e-02,-1.11248271e-03,-1.831734e+05,3.115638e+05
8.7100,-1.78839000e-02,3.857547e+04,4.352579e-03,-1.17844266e-03,3.857547e+04,2.453031e+05
8.7150,-1.87322000e-02,2.650375e+05,2.990493e-02,-1.23434059e-03,2.650375e+05,1.684319e+05
8.7200,-1.93574000e-02,4.789324e+05,5.403930e-02,-1.27553755e-03,4.789324e+05,9.594881e+04
8.7250,-1.97502000e-02,6.764763e+05,7.632873e-02,-1.30142073e-03,6.764763e+05,3.498269e+04
8.7300,-1.99092000e-02,-7.616937e+07,-8.594405e+00,-1.31189789e-03,-7.616937e+07,1.437230e+08
8.7350,-1.98437000e-02,1.029456e+06,1.161564e-01,-1.30758183e-03,1.029456e+06,2.054596e+03
8.7400,-1.95724000e-02,1.297614e+06,1.464135e-01,-1.28970477e-03,1.297614e+06,-5.413648e+04
8.7450,-1.91009000e-02,1.629161e+06,1.838228e-01,-1.25863572e-03,1.629161e+06,-8.675015e+04
8.7500,-1.84317000e-02,4.907986e+08,5.537819e+01,-1.21453942e-03,4.907986e+08,-1.273341e+09
8.7550,-1.75624000e-02,2.902346e+07,3.274799e+00,-1.15725772e-03,2.902346e+07,-4.961244e+07
8.7600,-1.64903000e-02,3.054990e+06,3.447032e-01,-1.08661271e-03,3.054990e+06,-2.225286e+05
8.7650,-1.52160000e-02,2.351640e+07,2.653422e+00,-1.00264392e-03,2.351640e+07,-5.233835e+07
8.7700,-1.37415000e-02,3.945188e+06,4.451467e-01,-9.05483134e-04,3.945188e+06,-3.074532e+05
8.7750,-1.20680000e-02,4.303975e+06,4.856297e-01,-7.95209436e-04,4.303975e+06,-3.640039e+05
8.7800,-1.01972000e-02,4.587619e+06,5.176341e-01,-6.71934841e-04,4.587619e+06,-3.934990e+05
8.7850,-8.13039000e-03,4.787317e+06,5.401665e-01,-5.35744352e-04,4.787317e+06,-3.709541e+05
8.7900,-5.87356000e-03,4.892720e+06,5.520595e-01,-3.87032676e-04,4.892720e+06,-3.006818e+05
8.7950,3.54571000e-03,4.906958e+06,5.536659e-01,2.33641204e-04,4.906958e+06,-2.167583e+05
8.8000,4.19316000e-03,4.835231e+06,5.455728e-01,2.76304309e-04,4.835231e+06,-1.644067e+05
8.8050,4.87598000e-03,4.697441e+06,5.300256e-01,3.21298086e-04,4.697441e+06,-1.368776e+05
8.8100,5.56560000e-03,4.528910e+06,5.110097e-01,3.66739943e-04,4.528910e+06,-1.011027e+05
8.8150,8.68701000e-03,4.348770e+06,4.906841e-01,5.72422300e-04,4.348770e+06,-4.358659e+04
8.8200,1.28328000e-02,4.173861e+06,4.709485e-01,8.45605208e-04,4.173861e+06,2.881925e+04
8.8250,1.72671000e-02,3.987211e+06,4.498882e-01,1.13779921e-03,3.987211e+06,1.102776e+05
8.8300,2.11851000e-02,3.745271e+06,4.225895e-01,1.39597211e-03,3.745271e+06,1.913970e+05
8.8350,2.42422000e-02,3.427684e+06,3.867552e-01,1.59741682e-03,3.427684e+06,2.753408e+05
8.8400,2.63805000e-02,3.002342e+06,3.387627e-01,1.73831807e-03,3.002342e+06,3.583500e+05
8.8450,2.78417000e-02,2.478369e+06,2.796414e-01,1.83460246e-03,2.478369e+06,4.275730e+05
8.8500,2.89263000e-02,1.915155e+06,2.160924e-01,1.90607115e-03,1.915155e+06,4.361538e+05
8.8550,2.96910000e-02,1.374846e+06,1.551277e-01,1.95646034e-03,1.374846e+06,3.817992e+05
8.8600,3.02318000e-02,9.269329e+05,1.045885e-01,1.99209584e-03,9.269329e+05,3.396300e+05
8.8650,3.05546000e-02,5.678850e+05,6.407607e-02,2.01336644e-03,5.678850e+05,3.093679e+05
8.8700,3.06333000e-02,-1.297167e+08,-1.463630e+01,2.01855230e-03,-1.297167e+08,2.247982e+08
8.8750,3.04428000e-02,7.464156e+06,8.422018e-01,2.00599949e-03,7.464156e+06,-1.905124e+07
8.8800,2.99436000e-02,-1.059645e+05,-1.195627e-02,1.97310518e-03,-1.059645e+05,2.412609e+05
8.8850,2.91185000e-02,1.690842e+07,1.907825e+00,1.91873599e-03,1.690842e+07,-6.627353e+07
8.8900,2.79526000e-02,-2.469834e+05,-2.786783e-02,1.84191012e-03,-2.469834e+05,1.766605e+05
8.8950,2.64613000e-02,-8.473729e+06,-9.561149e-01,1.74364231e-03,-8.473729e+06,1.551112e+07
8.9000,2.46931000e-02,1.351356e+06,1.524774e-01,1.62712845e-03,1.351356e+06,-4.387282e+06
8.9050,2.26682000e-02,-9.176242e+04,-1.035381e-02,1.49369958e-03,-9.176242e+04,-4.217432e+03
8.9100,2.04091000e-02,-2.690698e+04,-3.035990e-03,1.34483832e-03,-2.690698e+04,-7.716382e+04
8.9150,1.79139000e-02,4.781374e+03,5.394960e-04,1.18041948e-03,4.781374e+03,-1.381935e+05
8.9200,1.52012000e-02,7.760892e+03,8.756834e-04,1.00166868e-03,7.760892e+03,-1.795087e+05
8.9250,1.23079000e-02,-1.288831e+04,-1.454225e-03,8.11017419e-04,-1.288831e+04,-1.950616e+05
8.9300,9.34240000e-03,-3.496839e+04,-3.945582e-03,6.15608604e-04,-3.496839e+04,-2.111784e+05
8.9350,6.37582000e-03,-5.096602e+04,-5.750640e-03,4.20128623e-04,-5.096602e+04,-2.683916e+05
8.9400,3.60240000e-03,-1.534876e+05,-1.731844e-02,2.37376738e-04,-1.534876e+05,-3.053053e+05
8.9450,1.05587000e-03,-3.152588e+05,-3.557154e-02,6.95755541e-05,-3.152588e+05,-3.554209e+05
8.9500,-1.46791000e-03,-5.033391e+06,-5.679317e-01,-9.67265398e-05,-5.033391e+06,7.968691e+06
8.9550,-3.83120000e-03,2.253241e+08,2.542395e+01,-2.52453297e-04,2.253241e+08,-5.895900e+08
8.9600,-6.27191000e-03,-2.946300e+06,-3.324393e-01,-4.13281572e-04,-2.946300e+06,2.968607e+06
8.9650,-8.84594000e-03,-1.469623e+06,-1.658217e-01,-5.82894842e-04,-1.469623e+06,-2.944986e+05
8.9700,-1.14755000e-02,1.823884e+08,2.057940e+01,-7.56167209e-04,1.823884e+08,-4.799963e+08
8.9750,-1.40607000e-02,-2.074081e+06,-2.340244e-01,-9.26516516e-04,-2.074081e+06,-9.010130e+04
8.9800,-1.64885000e-02,-2.345514e+06,-2.646510e-01,-1.08649410e-03,-2.345514e+06,1.674654e+05
8.9850,-1.87378000e-02,-2.506938e+06,-2.828649e-01,-1.23470959e-03,-2.506938e+06,3.591509e+05
8.9900,-2.07408000e-02,-2.535321e+06,-2.860674e-01,-1.36669538e-03,-2.535321e+06,4.882468e+05
8.9950,-2.24480000e-02,-2.420300e+06,-2.730892e-01,-1.47918971e-03,-2.420300e+06,5.188814e+05
9.0000,-2.38329000e-02,-2.151000e+06,-2.427034e-01,-1.57044638e-03,-2.151000e+06,4.233477e+05
9.0050,-2.49771000e-02,1.441568e+07,1.626562e+00,-1.64584236e-03,1.441568e+07,-4.684760e+07
9.0100,-2.61228000e-02,1.434126e+06,1.618165e-01,-1.72133718e-03,1.434126e+06,-8.289906e+06
9.0150,-2.73519000e-02,-1.142939e+06,-1.289610e-01,-1.80232756e-03,-1.142939e+06,1.801688e+05
9.0200,-2.86587000e-02,-8.377210e+05,-9.452243e-02,-1.88843791e-03,-8.377210e+05,1.408059e+05
9.0250,-2.99635000e-02,-5.046110e+07,-5.693668e+00,-1.97441647e-03,-5.046110e+07,7.636994e+07
9.0300,-3.11752000e-02,1.051682e+07,1.186643e+00,-2.05426029e-03,1.051682e+07,-3.128558e+07
9.0350,-3.22987000e-02,-2.859021e+04,-3.225914e-03,-2.12829226e-03,-2.859021e+04,9.240425e+04
9.0400,-3.33968000e-02,-3.500243e+07,-3.949423e+00,-2.20065052e-03,-3.500243e+07,6.573890e+07
9.0450,-3.44972000e-02,4.451166e+05,5.022376e-02,-2.27316034e-03,4.451166e+05,-9.200668e+04
9.0500,-3.55961000e-02,6.262743e+05,7.066430e-02,-2.34557131e-03,6.262743e+05,-2.109672e+05
9.0550,-3.66668000e-02,7.691480e+05,8.678514e-02,-2.41612407e-03,7.691480e+05,-3.326837e+05
9.0600,-3.76818000e-02,8.815335e+05,9.946591e-02,-2.48300654e-03,8.815335e+05,-4.046905e+05
9.0650,-3.86362000e-02,7.349126e+08,8.292226e+01,-2.54589582e-03,7.349126e+08,-1.912414e+09
9.0700,-3.94722000e-02,1.174636e+06,1.325376e-01,-2.60098325e-03,1.174636e+06,-8.192169e+05
9.0750,-4.01164000e-02,1.058142e+06,1.193932e-01,-2.64343220e-03,1.058142e+06,-4.712856e+05
9.0800,-4.04088000e-02,6.681437e+08,7.538854e+01,-2.66269962e-03,6.681437e+08,-1.738325e+09
9.0850,-4.02849000e-02,1.756451e+06,1.981853e-01,-2.65453535e-03,1.756451e+06,-2.030621e+06
9.0900,-3.96869000e-02,7.480934e+05,8.440950e-02,-2.61513071e-03,7.480934e+05,-2.753556e+05
9.0950,-3.86324000e-02,6.469852e+05,7.300117e-02,-2.54564543e-03,6.469852e+05,-2.728902e+05
9.1000,-3.71672000e-02,2.234174e+06,2.520881e-01,-2.44909746e-03,2.234174e+06,-5.182952e+06
9.1050,-3.53126000e-02,6.841680e+06,7.719661e-01,-2.32689035e-03,6.841680e+06,-1.696102e+07
9.1100,-3.31035000e-02,1.828059e+05,2.062650e-02,-2.18132379e-03,1.828059e+05,-3.294789e+04
9.1150,-3.05631000e-02,-3.397186e+04,-3.833141e-03,-2.01392654e-03,-3.397186e+04,-4.935899e+03
9.1200,-2.77535000e-02,-3.400801e+05,-3.837220e-02,-1.82879061e-03,-3.400801e+05,4.911120e+04
9.1250,-2.47083000e-02,-3.001733e+07,-3.386940e+00,-1.62813004e-03,-3.001733e+07,5.488968e+07
9.1300,-2.14876000e-02,-9.914630e+05,-1.118696e-01,-1.41590506e-03,-9.914630e+05,2.652781e+05
9.1350,-1.81184000e-02,-1.228476e+06,-1.386124e-01,-1.19389482e-03,-1.228476e+06,2.697878e+05
9.1400,-1.46914000e-02,-1.425375e+06,-1.608291e-01,-9.68075895e-04,-1.425375e+06,2.536804e+05
9.1450,-1.14983000e-02,-1.572778e+06,-1.774610e-01,-7.57669593e-04,-1.572778e+06,2.515658e+05
9.1500,-8.49920000e-03,-1.668885e+06,-1.883050e-01,-5.60046738e-04,-1.668885e+06,2.816548e+05
9.1550,-5.41434000e-03,-1.699850e+06,-1.917989e-01,-3.56772809e-04,-1.699850e+06,3.121458e+05
9.1600,-3.74203000e-03,-1.617401e+06,-1.824960e-01,-2.46577524e-04,-1.617401e+06,2.855931e+05
9.1650,-1.40892000e-03,-1.415549e+06,-1.597204e-01,-9.28394496e-05,-1.415549e+06,2.045204e+05
9.1700,2.03486000e-03,-1.122506e+06,-1.266555e-01,1.34085173e-04,-1.122506e+06,1.033614e+05
9.1750,3.57476000e-03,-7.444204e+05,-8.399505e-02,2.35555426e-04,-7.444204e+05,8.660333e+03
9.1800,4.73457000e-03,1.382182e+07,1.559555e+00,3.11980008e-04,1.382182e+07,-4.012776e+07
9.1850,5.36164000e-03,1.311540e+07,1.479848e+00,3.53300192e-04,1.311540e+07,-3.683739e+07
9.1900,5.91336000e-03,8.699873e+05,9.816313e-02,3.89655259e-04,8.699873e+05,-1.234641e+05
9.1950,6.73535000e-03,1.525500e+06,1.721265e-01,4.43819512e-04,1.525500e+06,-1.333467e+05
9.2000,7.97254000e-03,7.757892e+08,8.753449e+01,5.25342976e-04,7.757892e+08,-2.015419e+09
9.2050,9.37256000e-03,2.871854e+06,3.240394e-01,6.17595968e-04,2.871854e+06,-4.072793e+05
9.2100,1.05509000e-02,3.117519e+06,3.517585e-01,6.95241567e-04,3.117519e+06,-2.102836e+05
9.2150,1.14633000e-02,3.425937e+06,3.865581e-01,7.55363302e-04,3.425937e+06,-6.338736e+05
9.2200,1.21803000e-02,3.133930e+06,3.536102e-01,8.02609338e-04,3.133930e+06,-1.659465e+05
9.2250,1.27953000e-02,2.968988e+06,3.349993e-01,8.43134181e-04,2.968988e+06,-8.372574e+04
9.2300,1.33892000e-02,2.770363e+06,3.125879e-01,8.82268659e-04,2.770363e+06,2.787871e+04
9.2350,1.39352000e-02,3.558091e+06,4.014695e-01,9.18246812e-04,3.558091e+06,-2.573992e+06
9.2400,1.43908000e-02,2.194284e+06,2.475873e-01,9.48268143e-04,2.194284e+06,2.539636e+05
9.2450,1.47587000e-02,1.832533e+06,2.067699e-01,9.72510565e-04,1.832533e+06,3.328633e+05
9.2500,1.50831000e-02,1.413309e+06,1.594677e-01,9.93886596e-04,1.413309e+06,3.524901e+05
9.2550,1.54105000e-02,9.032933e+05,1.019211e-01,1.01546031e-03,9.032933e+05,3.425452e+05
9.2600,1.58251000e-02,3.057596e+05,3.449972e-02,1.04277998e-03,3.057596e+05,3.480253e+05
9.2650,1.63496000e-02,4.914556e+06,5.545232e-01,1.07734141e-03,4.914556e+06,-1.486139e+07
9.2700,1.69520000e-02,-9.315943e+05,-1.051144e-01,1.11703599e-03,-9.315943e+05,3.040047e+05
9.2750,1.75604000e-02,-1.494515e+07,-1.686304e+00,1.15712593e-03,-1.494515e+07,2.531592e+07
9.2800,1.80209000e-02,-2.729157e+07,-3.079385e+00,1.18747015e-03,-2.729157e+07,4.738996e+07
9.2850,1.82629000e-02,-5.824744e+06,-6.572224e-01,1.20341651e-03,-5.824744e+06,6.665584e+06
9.2900,1.81748000e-02,-1.907606e+06,-2.152406e-01,1.19761124e-03,-1.907606e+06,-1.457709e+06
9.2950,1.77245000e-02,-5.388747e+06,-6.080276e-01,1.16793915e-03,-5.388747e+06,9.403021e+05
9.3000,1.68814000e-02,-2.054759e+06,-2.318443e-01,1.11238387e-03,-2.054759e+06,-2.327664e+05
9.3050,1.56489000e-02,-1.037870e+07,-1.171058e+00,1.03116945e-03,-1.037870e+07,1.590203e+07
9.3100,1.40163000e-02,-1.293076e+06,-1.459015e-01,9.23590820e-04,-1.293076e+06,-3.439551e+05
9.3150,1.19612000e-02,-8.873252e+05,-1.001194e-01,7.88171951e-04,-8.873252e+05,-3.359503e+05
9.3200,9.44172000e-03,-5.330920e+05,-6.015028e-02,6.22153201e-04,-5.330920e+05,-2.907803e+05
9.3250,6.45422000e-03,-2.160572e+05,-2.437834e-02,4.25294717e-04,-2.160572e+05,-2.057830e+05
9.3300,3.05711000e-03,7.567483e+04,8.538606e-03,2.01445369e-04,7.567483e+04,-1.336172e+05
9.3350,-6.63597000e-04,3.627981e+05,4.093553e-02,-4.37270961e-05,3.627981e+05,-7.179133e+04
9.3400,-4.42517000e-03,6.647540e+05,7.500608e-02,-2.91592388e-04,6.647540e+05,-2.925122e+04
9.3450,-7.89707000e-03,4.582209e+06,5.170236e-01,-5.20369952e-04,4.582209e+06,-6.693276e+06
9.3500,-1.07961000e-02,1.153947e+07,1.302031e+00,-7.11398789e-04,1.153947e+07,-1.898827e+07
9.3550,-1.31076000e-02,1.798062e+08,2.028805e+01,-8.63712893e-04,1.798062e+08,-4.631037e+08
9.3600,-1.49190000e-02,2.234588e+06,2.521349e-01,-9.83073382e-04,2.234588e+06,-1.740898e+05
9.3650,-1.63884000e-02,2.485565e+06,2.804534e-01,-1.07989810e-03,2.485565e+06,3.789612e+04
9.3700,-1.78060000e-02,5.140257e+07,5.799898e+00,-1.17330951e-03,5.140257e+07,-1.269368e+08
9.3750,-1.91743000e-02,2.668644e+06,3.011107e-01,-1.26347235e-03,2.668644e+06,7.688257e+04
9.3800,-2.03471000e-02,2.320225e+06,2.617976e-01,-1.34075289e-03,2.320225e+06,3.587042e+05
9.3850,-2.12139000e-02,1.896690e+06,2.140089e-01,-1.39786986e-03,1.896690e+06,4.307249e+05
9.3900,-2.17107000e-02,1.505396e+07,1.698581e+00,-1.43060602e-03,1.505396e+07,-3.931285e+07
9.3950,-2.19176000e-02,7.272259e+05,8.205495e-02,-1.44423950e-03,7.272259e+05,4.879093e+05
9.4000,-2.19860000e-02,7.942597e+04,8.961856e-03,-1.44874666e-03,7.942597e+04,4.186025e+05
9.4050,-2.19403000e-02,1.115621e+07,1.258786e+00,-1.44573530e-03,1.115621e+07,-3.389934e+07
9.4100,-2.17626000e-02,-1.306052e+06,-1.473655e-01,-1.43402592e-03,-1.306052e+06,9.887515e+04
9.4150,-2.14318000e-02,-1.905835e+06,-2.150408e-01,-1.41222817e-03,-1.905835e+06,-1.039501e+05
9.4200,-2.09577000e-02,-2.091245e+06,-2.359611e-01,-1.38098780e-03,-2.091245e+06,-1.263035e+06
9.4250,-2.03725000e-02,-2.271468e+08,-2.562962e+01,-1.34242660e-03,-2.271468e+08,4.180782e+08
9.4300,-1.97115000e-02,-3.089457e+06,-3.485922e-01,-1.29887063e-03,-3.089457e+06,-5.611033e+05
9.4350,-1.89624000e-02,-3.194771e+06,-3.604751e-01,-1.24950940e-03,-3.194771e+06,-6.229794e+05
9.4400,-1.81238000e-02,-6.950380e+06,-7.842310e-01,-1.19425064e-03,-6.950380e+06,6.322177e+06
9.4450,-1.72473000e-02,-3.219292e+06,-3.632418e-01,-1.13649451e-03,-3.219292e+06,-5.449069e+05
9.4500,-1.65017000e-02,-3.119799e+06,-3.520157e-01,-1.08736390e-03,-3.119799e+06,-4.660562e+05
9.4550,-1.59656000e-02,-2.922684e+06,-3.297747e-01,-1.05203810e-03,-2.922684e+06,-3.753336e+05
9.4600,-1.56677000e-02,-2.593133e+06,-2.925905e-01,-1.03240826e-03,-2.593133e+06,-2.678912e+05
9.4650,-1.55678000e-02,-2.122824e+06,-2.395242e-01,-1.02582544e-03,-2.122824e+06,-1.413905e+05
9.4700,-1.56027000e-02,-1.526054e+06,-1.721889e-01,-1.02812515e-03,-1.526054e+06,-1.784039e+04
9.4750,-1.57464000e-02,-8.398658e+05,-9.476443e-02,-1.03759412e-03,-8.398658e+05,7.172390e+04
9.4800,-1.59218000e-02,-1.816161e+05,-2.049226e-02,-1.04915194e-03,-1.816161e+05,1.404970e+05
9.4850,-1.61659000e-02,3.991396e+05,4.503605e-02,-1.06523668e-03,3.991396e+05,1.885040e+05
9.4900,-1.62862000e-02,8.758969e+05,9.882992e-02,-1.07316373e-03,8.758969e+05,2.212082e+05
9.4950,-1.61469000e-02,1.260905e+06,1.422715e-01,-1.06398469e-03,1.260905e+06,2.124543e+05
9.5000,-1.57288000e-02,3.962555e+06,4.471062e-01,-1.03643439e-03,3.962555e+06,-4.339965e+06
9.5050,-1.51155000e-02,3.149680e+07,3.553873e+00,-9.96021563e-04,3.149680e+07,-7.123424e+07
9.5100,-1.44595000e-02,4.596612e+06,5.186487e-01,-9.52795064e-04,4.596612e+06,-4.967393e+06
9.5150,-1.36953000e-02,7.858349e+06,8.866798e-01,-9.02438829e-04,7.858349e+06,-1.527454e+07
9.5200,-1.28631000e-02,2.632725e+08,2.970578e+01,-8.47601797e-04,2.632725e+08,-6.799275e+08
9.5250,-1.19897000e-02,2.059979e+06,2.324333e-01,-7.90049931e-04,2.059979e+06,-1.409404e+05
9.5300,-1.10944000e-02,2.011560e+06,2.269700e-01,-7.31054985e-04,2.011560e+06,3.676745e+04
9.5350,-1.01495000e-02,2.030901e+06,2.291523e-01,-6.68791694e-04,2.030901e+06,6.347593e+04
9.5400,-9.06810000e-03,1.989069e+06,2.244323e-01,-5.97533865e-04,1.989069e+06,8.560035e+04
9.5450,-7.78998000e-03,1.830848e+06,2.065797e-01,-5.13313358e-04,1.830848e+06,7.997083e+04
9.5500,-6.19874000e-03,1.456466e+06,1.643372e-01,-4.08460104e-04,1.456466e+06,6.311108e+04
9.5550,-4.24492000e-03,1.032399e+06,1.164885e-01,-2.79714985e-04,1.032399e+06,7.624554e+04
9.5600,2.16580000e-03,5.554867e+05,6.267714e-02,1.42713341e-04,5.554867e+05,5.971537e+04
